Date,Location,2535 · Sales Tax Coll,4000-00 · Rental Income,4100-00 · Cash Sales,4102-00 · Cash Sales - Non-inventory,4105-00 · Early Purchase Option,4200-00 · Roll Pro,4205-00 · Collection Fee - In-House,4210-00 · Reinstatement Fees,4214-00 · Other Fees - Alignments,4215-00 · One Time Fees,4225-00 · NSF Check Fees,4230-00 · Other Miscellaneous Income,4235-00 · Sales Tax Collected,4240-00 · Roll Safe,4250-00 · Chargebacks,4245-00 · Management Fee,4300-00 · Sub-franchisee Royalty Income,5000-00 · Depreciation - Inventory,5101-00 · Paid Out & EPO Charge Offs,5102-00 · Cash Sale Charge Offs,5103-00 · Skip/Stolen Charge Offs,5104-01 · Insurance Charge Offs,5104-02 · Returned Damaged/Non-Repairable,5104-00 · Non-Repairable Charge Offs - Other,5105-00 · Other Charge off,5105-01 · Past Due Account Charge Off,5106-00 · Inventory Cost Adjustment,5100-00 · Charge Off Expense - Other,5400-00 · Club Remittance,5500-00 · Rent Refunds,6070-00 · Parts - Inventory Repair,6071-00 · Labor - Inventory Repair,6069-00 · Inventory Repairs - Other,6500-00 · Radio - Admin,6505-00 · Television Advertising,6508-00 · Radio & TV Production,6510-00 · Print Media,6511-00 · Print Production,6512-00 · Postage - Advertising,6513-00 · Freight - Advertising,6514-00 · Newspaper/Magazine Advertising,6520-00 · Other Print,6525-00 · Telephone Directories,6535-00 · Marquee/Billboards,6540-00 · Customer Referrals,6541-00 · Website Development,6550-00 · Sponsorships,6551-00 · Internet/Online,6490-00 · Advertising and Promotion - Other,6530-00 · Special Events,6545-00 · Website,6018-00 · Cash Short (Long),6031-00 · VIN Search Fees,6515-00 · Internal Postage,6560-00 · Administrative & Collections,6555-00 · Other Selling Expenses - Other,6001-00 · Selling Expense - Other,6020-00 · Bad Checks,6021-00 · NSF Check Fees,6023-00 · Bank Card Fees,6025-00 · Bank Service Charges,6026-00 · Late Fees,6019-00 · Bank Charges - Other,6002-00 · General & Admin Expense - Other,6034-00 · Legal Fees,6035-00 · Accounting Fees,6036-00 · Consulting Fees,6029-00 · Professional Fees - Other,6040-00 · Property & General Liability,6045-00 · Officer's Life,6039-00 · Insurance Expense - Admin - Other,6000-00 · Office Supplies,6010-00 · Postage,6015-00 · Freight,6065-00 · General Supplies,"6059-00 · Postage, Freight & Supplies - Other",6300-00 · Rent Expense,6305-00 · Utilities,6310-00 · Property Insurance,6315-00 · Security,6320-00 · Pest Control,6325-00 · Repair & Maintenance Building,6326-00 · Relocation Expenses,6068-00 · Occupancy Expense - Other,6330-00 · Repairs & Maintenance - Equip,6335-00 · Equipment Rental,6079-00 · Equipment Expense - Other,"6100-00 · Depreciation Expense - F,F&E",6105-00 · Amortization Expense,6400-00 · Repair & Maintenance - Vehicles,6405-00 · Fuel & Oil - Vehicle,6410-00 · Lease - Vehicle,6420-00 · Vehicle Insurance,6430-00 · Vehicle Licenses,6399-00 · Vehicle Expense - Other,6499-00 · Depreciation Expense,6085-00 · Charitable Contributions,6090-00 · Customer Settlements,6598-00 · Other - Other,6600-00 · Software license fees,6610-00 · Computer Supplies,6615-00 · Computer Maintenance & Repair,6650-00 · Telephone & Communications,6599-00 · Computer & Internet Expenses - Other,6999-00 · Miscellaneous Expense,6201-00 · Salary,Total 6202-00 · Hourly,6203-00 · Overtime hourly,6204-00 · Holiday,6205-00 · Bonus,6205-99 · Bonus Reimbursement Due,6200-00 · Salaries & Wages - Other,6077-00 · Mileage Reimbursement,6075-00 · Travel Expense,6078-00 · Meals & Entertainment,6074-00 · Travel & Entertainment - Other,6082-00 · Dues - Deductible,6095-00 · Dues - Non Deductible,6081-00 · Dues & Subscriptions - Other,6227-00 · FFCRA Taxes,6221-00 · Unemployment Taxes,6226-00 · FICA Match,6220-00 · Payroll Taxes - Other,6235-00 · Retirement Benefits,6225-00 · Group Health & Life Insurance,6230-00 · Worker's Compensation,6239-00 · Insurance Expense - Employee - Other,6240-00 · Medical Expenses,6245-00 · Employee Procurement,6246-00 · Drug Screening,6250-00 · Employee Moving Expense,6255-00 · Seminars & Education,6260-00 · Employee Training,6265-00 · Uniforms,6270-00 · Awards & Gifts,6275-00 · Banquet,6280-00 · Special Events,6285-00 · Leased Employees,6370-00 · Moving Expense - Administrative,7011-00 · Other Employee Expense - Other,7010-00 · Payroll Expenses - Other,6050-00 · Franchise Tax,6052-00 · Personal Property,6054-00 · Real Estate,6056-00 · Sales & Use Tax,6058-00 · Waste Tire tax,6060-00 · Miscellaneous Tax,6080-00 · Business Licenses & Permits,6086-00 · Fines & Penalties,6088-01 · Royalty Fees Sherwood,6088-02 · Royalty Fees Mabelvale,6088-03 · Royalty Fees Conway,6088-04 · Royalty Fees Fayetteville,6088-05 · Royalty Fees Rogers,6088-06 · Royalty Fees Dallas,6088-07 · Royalty Fees Ft Smith,6088-91 · Royalty Fees Admin,6088-00 · Royalty Fees - Other,"7013-00 · Tax, License & Permit Expense - Other",6030-00 · Operational Overhead,7001-00 · Proceeds from Sale of Assets,7001-06 · Sale of Dallas,7002-00 · Other Income,7003-00 · Interest Income,7004-00 · Purchase Discount,7006-00 · Insurance Proceeds Received,7001-01 · Loss on Disposal of assets,8000-00 · Interest Expense,9000-00 · Overhead Allocation,9999-00 · Ask My Accountant,Customers,Deliveries,Pickups,Payoffs,Skips,$Ideal/Cust,$Ideal/Agre,Beg Ideal,End Ideal
07/01/22,2401,0,99249.22,8854.66,0,19512.55,9168.25,0,8204.72,6687.55,1149.67,0,4346.72,0,3600.29,0,0,0,25613.42,14497.23,5192.23,0,2373.56,233.14,0,0,4598.59,-101.97,0,2307.28,0,194.7,160,0,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.36,0,0,0,-106.91,0,0,0,0,0,0,0,2639.75,25,0,0,0,0,4823.21,0,0,887.39,0,0,40.69,0,515.25,2284.92,0,7000,3141.62,0,21.16,0,29.99,0,0,0,117.2,0,740.54,0,30,649.92,0,231.94,0,0,0,0,0,0,368.37,0,0,954.06,0,0,5965,13643.44,2190.12,542.32,5503.52,0,0,0,0,31.28,0,16.67,0,0,0,33.31,2045.66,0,470.9,2108.65,146.34,0,0,549.12,0,0,0,758.66,123.32,0,0,0,0,0,0,0,0,689.34,351.92,24.98,866.4,0,0,0,0,0,0,0,0,0,0,0,4692.81,0,9044.55,0,0,0,0,294,0,0,0,0,0,582,95,26,67,13,180.29,134.01,102841,104930
07/01/22,2402,0,87959.97,9796.9,0,13463.38,10013.3,0,7619.56,6038.86,1228.11,0,2714.88,0,4246.47,-164.33,0,0,21910.46,8488.76,5031.78,0,9281.88,769.23,0,0,13088.3,-136.34,0,2580.91,0,0,60,0,3824,0,0,649.27,0,0,0,0,0,0,0,0,0,0,2726.36,0,0,0,27.08,0,0,0,0,0,0,0,2273.72,0,0,0,0,0,4292.44,0,0,614.35,0,0,54.73,0,315,3504.23,0,6000,2170.36,0,36.93,0,29.99,0,0,1207.92,53.75,0,1830.33,0,0,451.18,0,231.94,0,0,0,0,0,0,368.37,0,0,850.97,0,0,6188.26,12293.65,2006.05,348.32,5533.29,0,0,0,572.72,8.06,0,16.67,0,0,0,55.06,1979.87,0,453.88,1227.42,145.44,0,0,136.87,0,0,0,758.66,286.76,0,0,0,0,0,0,0,0,750.33,205.33,77.61,709.5,0,0,0,0,0,0,0,0,0,0,0,4211,0,9044.55,0,0,0,0,238.54,0,0,0,0,0,540,115,53,43,11,200.97,138.78,96632,108524
07/01/22,2403,0,105049.79,7077.84,0,10676.95,12972.16,25,8381.1,7172.27,504.86,0,2484.24,0,3316.83,0,0,0,24572.82,11229.44,3194.7,0,5281.53,2171.72,0,0,5815.62,-304.09,0,2937.76,0,0,0,0,3924,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.36,0,0,0,-32.48,0,0,0,0,0,0,0,2604.6,0,0,0,0,0,4729.83,0,0,912.14,0,0,163.36,0,337.5,1373.22,0,7000,1489.08,0,37.1,0,189.75,0,0,0,53.75,0,1308.83,0,0,588.12,0,231.94,0,0,0,0,0,0,368.37,0,0,514.57,0,0,5775,13505.58,1267.03,465.76,5795.22,0,0,0,0,29.95,0,16.67,0,0,0,71.99,1962.39,0,479.5,3136.14,142.4,0,0,107.62,0,0,0,758.66,130.87,0,0,0,0,0,0,0,0,502.42,261.42,63,1031.7,0,0,0,0,0,0,0,0,0,0,0,4655.3,0,9044.55,0,0,-102.31,0,274.36,0,0,0,0,0,655,118,43,53,22,173.5,134.49,103858,113643
07/01/22,2404,0,94954.98,10346.64,0,26227.51,11073.05,0,8659.53,7838.49,588.87,0,2491.55,0,3114.76,127.24,0,0,27425.96,17066.69,4778.05,0,2560.08,1980.22,0,0,3225.69,-311.85,0,2560.96,0,0,0,0,5499.66,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.36,0,0,0,-46.12,0,0,0,0,0,0,0,2287.16,0,0,0,0,0,4958.86,0,0,942.57,0,0,75.06,24,420,2720.75,0,7000,1379.95,0,17.56,0,205.84,0,0,366.48,42.08,0,1554.59,0,0,556.31,0,248.81,0,0,0,0,0,0,368.37,0,0,911.03,0,0,5300,13023.52,1891.63,207.44,4380.28,0,0,0,0,0,0,16.67,0,0,0,77.36,1878.56,0,483.96,1397.72,117.51,0,0,386.87,0,0,0,758.66,856.67,0,0,0,0,0,0,0,0,628.39,353.83,84,589.95,0,0,0,0,0,0,0,0,0,0,0,4884.11,0,9044.55,0,0,0,0,266.45,0,0,0,0,0,603,100,43,72,30,173.65,134.07,98239,104709
07/01/22,2405,0,117443.75,5614.3,0,24599.66,10628.81,0,8059.15,7709.7,708.65,0,4151.57,0,3735.17,-521.68,0,0,30995.04,14219.96,3243.49,0,4344.35,883.04,0,0,9447.3,-12.37,0,2605.14,0,0,0,0,5499.68,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.36,0,0,0,437.18,0,0,0,0,0,0,0,2387.42,0,0,0,0,0,5479.52,0,0,2881.78,0,0,21.9,0,400,5523.97,0,7000,1366.01,0,17.52,0,503.29,0,0,0,45.97,0,1989.73,0,0,896.76,0,231.94,0,0,0,0,0,0,368.37,0,0,818.03,0,0,5585,14651.23,3507.54,454.32,3289.51,0,0,0,0,0,0,16.67,0,0,0,70.29,2060.39,0,322.52,2126.48,143.12,0,0,456.95,0,0,0,758.66,383.57,0,0,0,0,0,0,0,0,709,828.48,40.84,994.05,0,0,0,0,0,0,0,0,0,0,0,5354.98,0,9044.55,0,0,0,0,282.77,0,0,0,0,0,671,169,65,61,27,193.74,143.96,115889,129998
07/01/22,2406,0,109834.17,4112.68,0,11957.22,12885.66,0,6797.62,7577.11,650.24,0,4327.13,0,4181.57,-70,0,0,27068.85,7773.01,2163.12,0,6913.28,262.78,0,0,15692.47,-247.42,0,3084.69,0,0,391.22,0,3824,0,0,17.5,0,0,0,0,0,0,0,0,0,0,2726.36,0,0,0,-173.83,0,0,0,0,0,0,0,2856.88,0,0,0,0,0,4869.7,0,0,1008.27,0,0,271.68,396.88,540,2550.13,0,9000,2205.31,0,21.26,0,679.99,0,0,0,-9.7,0,1539.88,663.88,0,134,0,231.94,0,0,0,0,0,0,368.37,0,0,471.96,0,0,5870,12398.9,2296.97,468.32,4471.07,0,0,0,0,51.95,0,16.67,0,0,0,21.86,1912.93,0,310.79,2051.55,-25.85,0,0,412.62,0,0,0,758.66,187.85,0,0,0,0,0,0,0,0,890.39,797.12,-7.14,925.95,0,0,0,0,0,0,0,0,0,0,0,4739.89,0,9044.55,0,0,0,0,268.99,0,0,0,0,0,731,130,35,57,16,173.61,129.5,109861,126909
07/01/22,2407,0,186167.62,3761.72,0,39006.72,21165.14,50,14155.64,13217.33,546.49,0,1522.23,0,5451.26,0,0,0,47946.46,22749.36,1513.98,0,3127.2,2523.71,0,0,8183.24,-369.17,0,4806.63,0,0,0,0,5721.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.36,0,174.48,0,-257.57,0,0,0,0,0,0,0,4831.86,2.3,0,0,0,0,8551.32,0,0,1439.23,0,0,2208.7,174,1033.5,6801.11,0,11100,1785.95,0,37.23,0,397.82,0,0,0,45.97,0,1256.35,0,0,987.62,0,415.95,23.89,0,0,0,0,0,368.37,0,0,387.61,0,0,10145,22403.77,5628.29,1033.52,10652.44,0,0,0,0,0,0,16.67,0,0,0,32.05,3729.26,0,1059.66,4084.63,260.9,0,0,74.87,0,0,0,758.66,124.12,0,0,0,0,0,0,0,0,918.33,714.02,95,1601.7,0,0,0,0,0,0,0,0,0,0,0,8505.66,0,9044.55,0,0,0,0,506.57,0,0,0,0,0,1129,226,84,116,15,183.39,142.3,190045,207052
07/01/22,2408,0,167834.21,7853.95,0,21796.88,19721.2,0,11236.74,11637.88,753.63,0,4419,0,5797.58,-57.93,0,0,43808.59,17971.25,3964.65,0,4016.25,9657.78,0,0,8472.22,68.42,0,4615.27,0,0,0,0,4684,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.36,0,0,0,13.98,0,0,0,0,0,0,0,4008.52,0,0,0,0,0,7531.53,0,0,1220.95,0,0,636.85,0,1102.5,2973.48,0,9475,1328.11,0,21.17,0,3003.49,0,0,462.22,66.82,0,1494.66,0,898.52,1528.44,0,231.94,0,0,0,0,0,0,368.37,197.99,0,498.23,0,0,8530,24519.03,3895.97,772.64,7829.37,0,0,0,0,304.89,0,16.67,0,0,0,107.91,3382.69,0,124.5,2939.36,240.64,0,0,175.87,0,0,0,758.66,804.43,0,0,0,0,0,0,0,0,694.3,693.28,29.04,1293.3,0,0,0,0,0,0,0,0,0,0,0,7398.96,0,9044.55,0,0,0,0,384.1,0,0,0,0,0,1090,214,70,102,19,175.72,132.82,177521,191531
07/01/22,2409,0,91829.41,2233.19,0,19546.74,9333.76,0,5252.26,6325.49,1092.67,0,2160.35,0,2293.82,0,0,0,23498.73,14477.55,940.56,0,3301.89,0,0,0,4672.32,-206.01,0,2102.64,0,0,0,0,4684,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.36,0,0,0,-30.06,0,0,0,0,0,0,0,2521.79,0,0,0,0,0,4202.03,0,0,902.05,0,0,259.96,26.31,488,2013.49,0,7000,968.1,0,20.92,0,1133.9,0,0,0,126.78,0,1302.98,125,0,267.81,0,191.55,0,0,0,0,0,0,368.37,195.39,0,312.07,0,0,5490,11003.08,1027.33,422.32,5429.8,0,0,0,0,0,0,16.67,0,0,0,27.92,1756.24,0,124.49,1711.25,124.67,0,0,328.37,0,0,0,758.66,257.77,0,0,0,0,0,0,0,0,429.37,329.15,78,587.1,0,0,0,0,0,0,0,0,0,0,0,4137.22,0,9044.55,0,0,0,0,250.16,0,0,0,0,0,545,109,48,72,13,173.22,139.86,98807,94402
07/01/22,2410,0,91973.32,4149.1,0,25219.79,9264.13,0,3534.22,5614.35,550.9,0,480.81,0,3274.52,0,0,0,24889.25,17463.56,1927.08,-725.24,573,1556.03,0,0,12042.67,-361.96,0,2264.45,0,0,0,0,5975,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.36,0,0,0,-40.09,0,0,0,0,0,0,0,2288.26,0,0,0,0,0,4321.83,0,0,861.11,0,0,0,219.58,0,1142.28,0,7000,1453.42,0,19.5,0,701.53,0,0,0,156.88,0,671.36,125,0,364.05,0,231.36,0,0,0,0,0,0,368.37,0,0,453.28,0,0,6144.1,12684.95,961,438.32,2563.46,0,0,0,0,0,0,0,0,0,0,29.09,1696.21,0,256.98,2535.14,265.39,0,0,49.12,0,0,0,758.66,328.14,0,0,0,0,0,0,0,0,20.25,836.98,0,129,0,0,0,0,0,0,0,0,0,0,0,4307.41,0,9044.55,0,0,0,0,201.75,0,0,0,0,0,582,121,47,67,15,191.21,141.4,112412,111284
