Date,Location,2535 · Sales Tax Coll,4000-00 · Rental Income,4100-00 · Cash Sales,4102-00 · Cash Sales - Non-inventory,4105-00 · Early Purchase Option,4200-00 · Roll Pro,4205-00 · Collection Fee - In-House,4210-00 · Reinstatement Fees,4214-00 · Other Fees - Alignments,4215-00 · One Time Fees,4225-00 · NSF Check Fees,4230-00 · Other Miscellaneous Income,4235-00 · Sales Tax Collected,4240-00 · Roll Safe,4250-00 · Chargebacks,4245-00 · Management Fee,4300-00 · Sub-franchisee Royalty Income,5000-00 · Depreciation - Inventory,5101-00 · Paid Out & EPO Charge Offs,5102-00 · Cash Sale Charge Offs,5103-00 · Skip/Stolen Charge Offs,5104-01 · Insurance Charge Offs,5104-02 · Returned Damaged/Non-Repairable,5104-00 · Non-Repairable Charge Offs - Other,5105-00 · Other Charge off,5105-01 · Past Due Account Charge Off,5106-00 · Inventory Cost Adjustment,5100-00 · Charge Off Expense - Other,5400-00 · Club Remittance,5500-00 · Rent Refunds,6070-00 · Parts - Inventory Repair,6071-00 · Labor - Inventory Repair,6069-00 · Inventory Repairs - Other,6500-00 · Radio - Admin,6505-00 · Television Advertising,6508-00 · Radio & TV Production,6510-00 · Print Media,6511-00 · Print Production,6512-00 · Postage - Advertising,6513-00 · Freight - Advertising,6514-00 · Newspaper/Magazine Advertising,6520-00 · Other Print,6525-00 · Telephone Directories,6535-00 · Marquee/Billboards,6540-00 · Customer Referrals,6541-00 · Website Development,6550-00 · Sponsorships,6551-00 · Internet/Online,6490-00 · Advertising and Promotion - Other,6530-00 · Special Events,6545-00 · Website,6018-00 · Cash Short (Long),6031-00 · VIN Search Fees,6515-00 · Internal Postage,6560-00 · Administrative & Collections,6555-00 · Other Selling Expenses - Other,6001-00 · Selling Expense - Other,6020-00 · Bad Checks,6021-00 · NSF Check Fees,6023-00 · Bank Card Fees,6025-00 · Bank Service Charges,6026-00 · Late Fees,6019-00 · Bank Charges - Other,6002-00 · General & Admin Expense - Other,6034-00 · Legal Fees,6035-00 · Accounting Fees,6036-00 · Consulting Fees,6029-00 · Professional Fees - Other,6040-00 · Property & General Liability,6045-00 · Officer's Life,6039-00 · Insurance Expense - Admin - Other,6000-00 · Office Supplies,6010-00 · Postage,6015-00 · Freight,6065-00 · General Supplies,"6059-00 · Postage, Freight & Supplies - Other",6300-00 · Rent Expense,6305-00 · Utilities,6310-00 · Property Insurance,6315-00 · Security,6320-00 · Pest Control,6325-00 · Repair & Maintenance Building,6326-00 · Relocation Expenses,6068-00 · Occupancy Expense - Other,6330-00 · Repairs & Maintenance - Equip,6335-00 · Equipment Rental,6079-00 · Equipment Expense - Other,"6100-00 · Depreciation Expense - F,F&E",6105-00 · Amortization Expense,6400-00 · Repair & Maintenance - Vehicles,6405-00 · Fuel & Oil - Vehicle,6410-00 · Lease - Vehicle,6420-00 · Vehicle Insurance,6430-00 · Vehicle Licenses,6399-00 · Vehicle Expense - Other,6499-00 · Depreciation Expense,6085-00 · Charitable Contributions,6090-00 · Customer Settlements,6598-00 · Other - Other,6600-00 · Software license fees,6610-00 · Computer Supplies,6615-00 · Computer Maintenance & Repair,6650-00 · Telephone & Communications,6599-00 · Computer & Internet Expenses - Other,6999-00 · Miscellaneous Expense,6201-00 · Salary,Total 6202-00 · Hourly,6203-00 · Overtime hourly,6204-00 · Holiday,6205-00 · Bonus,6205-99 · Bonus Reimbursement Due,6200-00 · Salaries & Wages - Other,6077-00 · Mileage Reimbursement,6075-00 · Travel Expense,6078-00 · Meals & Entertainment,6074-00 · Travel & Entertainment - Other,6082-00 · Dues - Deductible,6095-00 · Dues - Non Deductible,6081-00 · Dues & Subscriptions - Other,6227-00 · FFCRA Taxes,6221-00 · Unemployment Taxes,6226-00 · FICA Match,6220-00 · Payroll Taxes - Other,6235-00 · Retirement Benefits,6225-00 · Group Health & Life Insurance,6230-00 · Worker's Compensation,6239-00 · Insurance Expense - Employee - Other,6240-00 · Medical Expenses,6245-00 · Employee Procurement,6246-00 · Drug Screening,6250-00 · Employee Moving Expense,6255-00 · Seminars & Education,6260-00 · Employee Training,6265-00 · Uniforms,6270-00 · Awards & Gifts,6275-00 · Banquet,6280-00 · Special Events,6285-00 · Leased Employees,6370-00 · Moving Expense - Administrative,7011-00 · Other Employee Expense - Other,7010-00 · Payroll Expenses - Other,6050-00 · Franchise Tax,6052-00 · Personal Property,6054-00 · Real Estate,6056-00 · Sales & Use Tax,6058-00 · Waste Tire tax,6060-00 · Miscellaneous Tax,6080-00 · Business Licenses & Permits,6086-00 · Fines & Penalties,6088-01 · Royalty Fees Sherwood,6088-02 · Royalty Fees Mabelvale,6088-03 · Royalty Fees Conway,6088-04 · Royalty Fees Fayetteville,6088-05 · Royalty Fees Rogers,6088-06 · Royalty Fees Dallas,6088-07 · Royalty Fees Ft Smith,6088-91 · Royalty Fees Admin,6088-00 · Royalty Fees - Other,"7013-00 · Tax, License & Permit Expense - Other",6030-00 · Operational Overhead,7001-00 · Proceeds from Sale of Assets,7001-06 · Sale of Dallas,7002-00 · Other Income,7003-00 · Interest Income,7004-00 · Purchase Discount,7006-00 · Insurance Proceeds Received,7001-01 · Loss on Disposal of assets,8000-00 · Interest Expense,9000-00 · Overhead Allocation,9999-00 · Ask My Accountant,Customers,Deliveries,Pickups,Payoffs,Skips,$Ideal/Cust,$Ideal/Agre,Beg Ideal,End Ideal
05/31/2024,2401,0,106378.09,9370.91,0,17324.97,13507.14,27.74,9041.12,9226.9,1482.13,0,1647.85,0,2734.33,0,0,0,27096.67,14337.73,5387.28,0,2038.21,2.88,0,271.89,3162.45,-134.2,0,3167.26,0,52.38,0,0,3849.5,335,0,0,0,0,0,0,0,0,0,0,0,0,2852.19,0,0,0,47.74,0,0,0,0,0,0,0,3888.21,0,0,25,0,0,5122.24,0,0,872.42,0,0,639.95,0,499.5,2240.93,0,7000,1820.22,423.83,77.7,0,0,0,0,1328.8,72.64,0,579.95,0,35,398.84,0,74.38,0,0,0,0,0,0,575.79,0,0,733.33,0,0,6440,13449.8,1525.1,454,6301.72,0,0,0,20,65.9,0,17.95,0,0,0,39.35,2125,0,566.97,3379.11,189.02,0,0,405.5,0,0,0,14.55,0,0,0,0,0,0,0,0,0,848.42,409.08,-1.88,643.65,0,0,0,0,0,0,0,0,0,0,0,5072.8,0,9756.46,0,0,0,0,314,0,0,0,0,0,638,102,21,73,12,170.51,137.53,119674,108784
05/31/2024,2402,0,87729.2,0,0,12280.57,9088.58,0,3755.86,7370.14,1081.43,0,3118.96,0,3255.12,0,0,0,22162.11,8963.9,0,0,69.82,57.24,0,0,1824.5,-615.99,0,2414.2,0,120,0,0,3849.5,335,0,0,0,0,0,0,0,0,0,0,0,0,2852.19,0,0,0,-4.19,0,0,0,0,0,0,0,2729.46,0,0,0,0,0,3830.4,0,0,726.37,0,0,0,0,456.75,2530.95,0,6000,1968.32,206.59,71.33,0,0,0,0,0,72.64,0,967.37,0,0,393.42,0,74.38,0,0,0,0,0,0,575.78,0,0,998.47,0,0,4825,13640.2,2535.01,478,3106.55,0,0,0,0,29.84,0,17.95,0,0,0,26.97,1859.93,0,69.46,1259.49,164.96,0,0,87.25,0,0,0,14.55,0,0,0,0,0,0,0,0,0,841.9,205.33,51,561.45,0,0,0,0,0,0,0,0,0,0,0,3736.83,0,9756.46,0,0,0,0,215,0,0,0,0,0,497,100,19,42,3,192.54,144.33,104807,95693
05/31/2024,2403,0,104917.54,2543,0,19777.25,12519.52,12.03,8420.97,10221.89,602.13,0,2389.96,0,1936.33,0,0,0,27848.28,17411.7,1829.6,0,1677.59,2143.02,0,0,3411.41,10.56,0,2816.06,0,0,0,0,3949.5,335,0,1031.04,0,0,0,0,0,0,0,0,0,0,2852.19,0,0,0,10.27,0,0,0,0,0,0,0,3218.37,0,0,0,0,0,4900.22,0,0,846.64,0,0,0,0,810,2476.5,0,7000,853.25,454.45,71.46,0,0,0,0,318.97,145.28,0,884.24,0,0,528.95,0,74.38,0,0,0,0,0,0,575.79,0,0,309.33,0,0,6531.66,12505.81,1672.06,480,5766.39,0,0,0,20,0,0,17.95,0,0,0,22.67,2014.74,0,253.4,1998.53,180.87,0,0,366.5,0,0,0,14.55,-27.05,0,0,0,0,0,0,0,0,611.08,261.39,15,504.45,0,0,0,0,0,0,0,0,0,0,0,4828.52,0,9756.46,0,0,0,0,254,0,0,0,0,0,674,102,34,77,10,154.4,134.27,134524,104063
05/31/2024,2404,0,84586.61,8643.75,0,9840.3,10711.89,16.63,7014.61,8581.45,166.16,0,1947.88,0,2204.52,10.62,0,0,22003.08,10755.99,3537.72,0,2400.34,1420.91,0,0,3274.11,91.07,0,2519.01,0,0,0,0,4952.17,335,0,59.68,0,0,0,0,0,0,0,0,0,0,2852.19,500,0,0,-0.56,0,0,0,0,0,0,0,3450.4,0,0,0,0,0,4011.41,0,0,739.89,0,0,1202.02,0,293.75,2178.65,0,7000,758.1,438.3,52.53,65.85,1140,0,0,0,64.24,0,799.93,0,0,236.11,0,74.38,0,0,0,0,0,0,575.78,0,0,640.57,0,0,5110,14927.65,1070.46,694,3555.71,0,0,0,0,0,0,17.95,0,0,0,0,1912.23,0,106.65,1620.44,170.15,0,0,308,0,0,0,14.55,0,0,0,0,0,0,0,0,0,628.39,414.58,-34.76,680.25,0,0,0,0,0,0,0,0,0,0,0,3952.98,0,9756.46,0,0,0,0,259,0,0,0,0,0,585,139,31,42,13,164.68,135.5,99865,96340
05/31/2024,2405,0,176554.55,4020.07,0,39512.62,19540.67,67.95,10240.39,15356.48,691.16,0,5660.21,0,5028.94,274.43,0,0,48184.01,24958.78,1225.36,-483.16,2316.24,3159.75,0,0,5297.85,-1544.54,0,4796.68,0,0,0,0,4952.17,335,0,119.35,0,0,0,0,0,0,0,0,0,0,2852.19,500,0,0,16.51,0,0,0,0,0,0,0,4654.42,0,0,15,0,0,8300.19,0,0,1256.76,0,0,340.11,0,566.25,1890.98,0,12000,1153.25,517.09,34.48,65.7,1460.48,0,0,0,64.24,0,3403.48,0,0,520.61,0,74.38,0,0,0,0,0,0,575.79,0,0,617.27,0,0,9765,21350.09,6617.89,600,11488.86,0,0,0,0,0,0,17.95,0,0,0,118.46,3798.3,0,608.95,1310.01,334.3,0,0,386,0,0,0,14.55,19.75,0,0,0,0,0,0,0,0,940.13,1126.85,-32.94,1375.8,0,0,0,0,0,0,0,0,0,0,0,8130.38,0,9756.46,0,0,0,0,494,0,0,0,0,0,1019,228,59,103,23,183.47,132.59,186660,186957
05/31/2024,2406,0,106191.47,878.7,0,11942.08,11892.1,38.92,5413.56,9414.07,385.23,0,5989.47,0,2658.59,-61.28,0,0,26497.97,10414.52,409,0,0,0,0,0,4919.31,251.83,0,2838.79,0,0,0,0,3849.5,335,0,0,0,0,0,0,0,0,0,0,0,0,2852.19,0,0,0,43.57,0,0,0,0,0,0,0,3676.17,0,0,0,0,0,4644.13,0,0,810.31,0,0,3.06,0,425.25,1511.61,0,9000,1271.96,447.82,56.34,0,1170.57,0,0,0,72.64,0,833.12,538.88,0,250.11,0,74.38,0,0,0,0,0,0,575.78,0,0,366.87,0,0,5965,14982.85,2518.2,724.88,5056.4,0,0,0,20,122.32,0,17.95,0,0,0,0,2188.09,0,32.57,2397.16,196.25,0,0,58,0,0,0,14.55,0,0,0,0,0,0,0,0,0,949.78,870.83,-32.31,643.35,0,0,0,0,0,0,0,0,0,0,0,4464.44,0,9756.46,0,0,0,0,272,0,0,0,0,0,704,114,44,50,13,164.04,133.05,128444,115486
05/31/2024,2407,0,209485.62,4335.23,0,34365.98,23988.6,89,9847.2,18325.99,647.19,0,2437.53,0,4327.37,-82.75,0,0,52967.42,27921.68,1470.02,0,2077.78,2294.75,0,0,3929.29,476.53,0,5519.26,0,0,0,0,5771,335,0,179.03,0,0,0,0,0,0,0,0,0,0,2852.19,0,0,0,75.93,0,0,0,0,0,0,0,6206.73,0,0,0.75,0,0,9235.49,0,0,1380.87,0,0,2001.38,0,673.75,3107.3,0,11100,896.35,791.36,107.03,0,470.28,0,0,761.03,64.24,0,1320.09,0,0,1395.44,0,148.76,0,0,0,0,0,0,575.79,217.28,0,901.15,0,0,10810,26856.95,9836.26,1230,11851.07,0,0,0,0,0,0,17.95,0,0,0,13.39,4553.47,0,758.44,3251.52,406.52,0,0,116.5,0,0,0,14.55,0,0,0,0,0,0,0,0,0,1014.08,714.02,158.13,1071,0,0,0,0,0,0,0,0,0,0,0,9162.37,0,9756.46,0,0,0,0,550,0,0,0,0,0,1210,197,49,147,9,172.36,139.13,229414,208550
05/31/2024,2408,0,166251.28,6781.24,0,13003.24,20444.1,35.75,11758.65,14179.18,967.66,0,1556.26,0,4133.59,0,0,0,40096.56,12931.5,2868.21,0,3145.45,888.21,0,0,10021.85,92.2,0,4792.88,0,150,0,0,5391.92,335,0,0,0,0,0,0,0,0,0,0,0,0,2852.19,0,0,0,438.18,0,0,0,0,0,0,0,5058.43,0,0,0,0,0,7173.33,0,0,1106.35,0,0,1278.72,0,1039.5,3104.87,0,9475,1012.85,474.61,93.67,0,106.33,0,0,0,67.06,0,1181.37,0,40,1687.14,0,74.38,0,0,0,0,0,0,575.78,0,0,535.42,0,0,9381.66,24152.08,2776.07,1084,8743.69,0,0,0,0,301.17,0,17.95,0,0,0,0,3414.62,0,249.4,3715.99,309.58,0,0,58,0,0,0,14.55,0,0,0,0,0,0,0,0,0,726.12,564.64,15,1006.05,0,0,0,0,0,0,0,0,0,0,0,7126.64,0,9756.46,0,0,0,0,375,0,0,0,0,0,1016,163,69,76,17,171.79,138.86,187737,174543
05/31/2024,2409,0,98330.21,6585.85,0,15764.5,10875.89,10.41,6136.88,8996.31,601.5,0,913.45,0,2799.01,0,0,0,25083.99,9551.7,2837.56,0,2791.02,260.04,0,0,5459.53,124.56,0,2669.72,0,0,0,0,5391.91,335,0,59.68,0,0,0,0,0,0,0,0,0,0,2852.19,0,0,0,-0.05,0,0,0,0,0,0,0,3301.67,0,0,0,0,0,4530.42,0,0,817.68,0,0,434.49,0,720,1324.89,0,7000,663.55,423.83,56.5,0,128.82,0,0,439.82,67.06,0,1039.55,0,0,324.85,0,74.38,0,0,0,0,0,0,575.79,0,0,277,0,0,6341.66,15002.56,1750.7,464,5869.92,0,0,0,0,47.89,0,17.95,0,0,0,12.37,2193.72,0,415.34,2827.08,197.47,0,0,58,0,0,0,14.55,0,0,0,0,0,0,0,0,0,432.71,366.47,14,607.05,0,0,0,0,0,0,0,0,0,0,0,4503.02,0,9756.46,0,0,0,0,244,0,0,0,0,0,610,103,42,41,12,182.19,145.09,118387,111138
05/31/2024,2410,0,104957.91,4307.95,0,25418.3,11793.89,37.53,4582.54,9139.83,158.28,0,1961.46,0,2444.93,0,0,0,27752.88,16809.44,1963.74,0,1808.9,2199.32,0,0,4342.25,185,0,2777,0,0,0,0,5675,335,0,0,0,0,0,0,0,0,0,0,0,0,2852.19,0,0,0,4.99,0,0,0,0,0,0,0,3206.23,0,0,15,0,393,4944.08,0,0,879.53,0,0,125.96,0,0,1180.79,0,7000,1557.29,712.95,51.97,0,427.5,0,0,0,63.96,0,946.92,0,0,334.67,0,74.38,0,0,0,0,0,0,575.78,0,0,546.07,0,0,5870,13610.72,735.39,551.44,4378.71,0,0,0,8.38,49.33,0,0,0,0,0,47.59,1887.64,0,360.84,2013.51,168.73,0,0,133.15,0,0,0,14.55,-7.6,0,0,0,0,0,0,0,0,42.77,826.84,-16.2,116,0,0,0,0,0,0,0,0,0,0,0,4885.23,0,9756.46,0,0,0,0,248.6,0,0,0,0,0,678,120,18,75,8,182.68,144.7,141356,123860
