Date,Location,2535 · Sales Tax Coll,4000-00 · Rental Income,4100-00 · Cash Sales,4102-00 · Cash Sales - Non-inventory,4105-00 · Early Purchase Option,4200-00 · Roll Pro,4205-00 · Collection Fee - In-House,4210-00 · Reinstatement Fees,4214-00 · Other Fees - Alignments,4215-00 · One Time Fees,4225-00 · NSF Check Fees,4230-00 · Other Miscellaneous Income,4235-00 · Sales Tax Collected,4240-00 · Roll Safe,4250-00 · Chargebacks,4245-00 · Management Fee,4300-00 · Sub-franchisee Royalty Income,5000-00 · Depreciation - Inventory,5101-00 · Paid Out & EPO Charge Offs,5102-00 · Cash Sale Charge Offs,5103-00 · Skip/Stolen Charge Offs,5104-01 · Insurance Charge Offs,5104-02 · Returned Damaged/Non-Repairable,5104-00 · Non-Repairable Charge Offs - Other,5105-00 · Other Charge off,5105-01 · Past Due Account Charge Off,5106-00 · Inventory Cost Adjustment,5100-00 · Charge Off Expense - Other,5400-00 · Club Remittance,5500-00 · Rent Refunds,6070-00 · Parts - Inventory Repair,6071-00 · Labor - Inventory Repair,6069-00 · Inventory Repairs - Other,6500-00 · Radio - Admin,6505-00 · Television Advertising,6508-00 · Radio & TV Production,6510-00 · Print Media,6511-00 · Print Production,6512-00 · Postage - Advertising,6513-00 · Freight - Advertising,6514-00 · Newspaper/Magazine Advertising,6520-00 · Other Print,6525-00 · Telephone Directories,6535-00 · Marquee/Billboards,6540-00 · Customer Referrals,6541-00 · Website Development,6550-00 · Sponsorships,6551-00 · Internet/Online,6490-00 · Advertising and Promotion - Other,6530-00 · Special Events,6545-00 · Website,6018-00 · Cash Short (Long),6031-00 · VIN Search Fees,6515-00 · Internal Postage,6560-00 · Administrative & Collections,6555-00 · Other Selling Expenses - Other,6001-00 · Selling Expense - Other,6020-00 · Bad Checks,6021-00 · NSF Check Fees,6023-00 · Bank Card Fees,6025-00 · Bank Service Charges,6026-00 · Late Fees,6019-00 · Bank Charges - Other,6002-00 · General & Admin Expense - Other,6034-00 · Legal Fees,6035-00 · Accounting Fees,6036-00 · Consulting Fees,6029-00 · Professional Fees - Other,6040-00 · Property & General Liability,6045-00 · Officer's Life,6039-00 · Insurance Expense - Admin - Other,6000-00 · Office Supplies,6010-00 · Postage,6015-00 · Freight,6065-00 · General Supplies,"6059-00 · Postage, Freight & Supplies - Other",6300-00 · Rent Expense,6305-00 · Utilities,6310-00 · Property Insurance,6315-00 · Security,6320-00 · Pest Control,6325-00 · Repair & Maintenance Building,6326-00 · Relocation Expenses,6068-00 · Occupancy Expense - Other,6330-00 · Repairs & Maintenance - Equip,6335-00 · Equipment Rental,6079-00 · Equipment Expense - Other,"6100-00 · Depreciation Expense - F,F&E",6105-00 · Amortization Expense,6400-00 · Repair & Maintenance - Vehicles,6405-00 · Fuel & Oil - Vehicle,6410-00 · Lease - Vehicle,6420-00 · Vehicle Insurance,6430-00 · Vehicle Licenses,6399-00 · Vehicle Expense - Other,6499-00 · Depreciation Expense,6085-00 · Charitable Contributions,6090-00 · Customer Settlements,6598-00 · Other - Other,6600-00 · Software license fees,6610-00 · Computer Supplies,6615-00 · Computer Maintenance & Repair,6650-00 · Telephone & Communications,6599-00 · Computer & Internet Expenses - Other,6999-00 · Miscellaneous Expense,6201-00 · Salary,Total 6202-00 · Hourly,6203-00 · Overtime hourly,6204-00 · Holiday,6205-00 · Bonus,6205-99 · Bonus Reimbursement Due,6200-00 · Salaries & Wages - Other,6077-00 · Mileage Reimbursement,6075-00 · Travel Expense,6078-00 · Meals & Entertainment,6074-00 · Travel & Entertainment - Other,6082-00 · Dues - Deductible,6095-00 · Dues - Non Deductible,6081-00 · Dues & Subscriptions - Other,6227-00 · FFCRA Taxes,6221-00 · Unemployment Taxes,6226-00 · FICA Match,6220-00 · Payroll Taxes - Other,6235-00 · Retirement Benefits,6225-00 · Group Health & Life Insurance,6230-00 · Worker's Compensation,6239-00 · Insurance Expense - Employee - Other,6240-00 · Medical Expenses,6245-00 · Employee Procurement,6246-00 · Drug Screening,6250-00 · Employee Moving Expense,6255-00 · Seminars & Education,6260-00 · Employee Training,6265-00 · Uniforms,6270-00 · Awards & Gifts,6275-00 · Banquet,6280-00 · Special Events,6285-00 · Leased Employees,6370-00 · Moving Expense - Administrative,7011-00 · Other Employee Expense - Other,7010-00 · Payroll Expenses - Other,6050-00 · Franchise Tax,6052-00 · Personal Property,6054-00 · Real Estate,6056-00 · Sales & Use Tax,6058-00 · Waste Tire tax,6060-00 · Miscellaneous Tax,6080-00 · Business Licenses & Permits,6086-00 · Fines & Penalties,6088-01 · Royalty Fees Sherwood,6088-02 · Royalty Fees Mabelvale,6088-03 · Royalty Fees Conway,6088-04 · Royalty Fees Fayetteville,6088-05 · Royalty Fees Rogers,6088-06 · Royalty Fees Dallas,6088-07 · Royalty Fees Ft Smith,6088-91 · Royalty Fees Admin,6088-00 · Royalty Fees - Other,"7013-00 · Tax, License & Permit Expense - Other",6030-00 · Operational Overhead,7001-00 · Proceeds from Sale of Assets,7001-06 · Sale of Dallas,7002-00 · Other Income,7003-00 · Interest Income,7004-00 · Purchase Discount,7006-00 · Insurance Proceeds Received,7001-01 · Loss on Disposal of assets,8000-00 · Interest Expense,9000-00 · Overhead Allocation,9999-00 · Ask My Accountant,Customers,Deliveries,Pickups,Payoffs,Skips,$Ideal/Cust,$Ideal/Agre,Beg Ideal,End Ideal
10/31/2022,2401,0,113219.1,9975.33,0,18236.67,10830.01,0,6127.94,6863.33,1560.98,0,2787.32,0,3405.49,0,0,0,28650.26,14635.81,5584.68,-535.5,5511.46,588.01,0,0,4807.46,104.4,0,2571.55,0,0,0,0,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,8.99,0,0,0,0,0,0,0,2922.93,25,0,0,0,0,5190.19,0,0,811.22,0,0,106.95,0,510.75,3984.4,0,7000,2978.72,680.36,53.89,0,0,0,0,0,126.9,0,671.08,0,30,445.45,0,77.58,0,0,0,0,-445,0,356.68,2.99,0,947.83,0,0,6725,12689.29,1896.33,0,6769.77,0,0,0,0,0,0,16.67,0,0,0,7.04,2060.7,0,419.43,2505.67,167.5,0,0,620.5,0,0,0,18,152.39,0,0,0,0,0,0,0,0,689.34,351.92,40.26,988.95,0,0,0,0,0,0,0,0,0,0,0,5106.57,0,10058.8,0,0,0,0,331.55,0,0,0,0,0,639,107,23,74,1,183.06,141.62,102945,116978
10/31/2022,2402,0,96333.23,5303.84,0,17425.7,10917.08,0,7541.44,6220.1,1236.92,0,4953.54,0,3950.72,-50,0,0,24693.92,12235.28,1737.34,-1206.28,8642.8,602.08,0,0,5072.18,171.44,0,2690.23,0,47.76,0,0,3824,0,0,59.68,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,79.83,0,0,0,0,0,0,0,2341.6,0,0,0,0,0,4616.48,0,0,725.03,0,0,81.44,0,137.25,2644.69,0,6000,2217.06,269.34,69.39,0,164.33,0,0,0,126.9,0,1329.37,0,0,523.55,0,77.58,0,0,0,0,0,0,356.68,0,0,1217.02,0,0,5300,14017.04,1487.61,0,5439.79,0,0,0,0,23.49,0,16.67,0,0,0,60.31,1983.93,0,224.13,1254.87,156.94,0,0,587.25,0,0,0,18,296.43,0,0,0,0,0,0,0,0,750.33,205.33,97.98,558.6,0,0,0,0,0,0,0,0,0,0,0,4467.87,0,10058.8,0,0,0,0,240.68,0,0,0,0,0,557,109,38,44,9,194.25,140.52,96148,108200
10/31/2022,2403,0,116728.5,409.21,0,17837.97,13555.31,25,8962.86,8003.64,677.26,0,2225.44,0,3195.25,0,0,0,28943.67,14471.5,79.59,-203.56,4127.6,2340.9,0,0,8861.61,-350.22,0,3024.25,0,0,0,0,3924,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,-1910.57,0,0,0,0,0,0,0,2808.73,0,0,0,0,0,5148.61,0,0,786.35,0,0,54.54,0,294.75,4466.4,0,7000,1304.6,764.96,69.86,0,525,0,0,1209.75,126.9,0,782.7,0,0,640.22,0,77.58,0,0,0,0,0,0,356.68,0,0,315.94,0,0,7671.66,16046.65,2011.96,0,8082.8,0,0,0,0,0,0,16.67,0,0,0,84.95,2503.16,0,546.98,3160.69,201.64,0,0,395.75,0,0,0,18,713.23,0,0,0,0,0,0,0,0,502.42,261.42,111,1080.15,0,0,0,0,0,0,0,0,0,0,0,5081.85,0,10058.8,0,0,42,0,313.45,0,0,0,0,0,726,138,38,64,8,181.72,141.56,103330,131930
10/31/2022,2404,0,98917.59,6312.76,0,28306.62,11070.4,0,8933.99,7435.7,623.5,0,2968.29,0,2487.38,0,0,0,28385.23,16790.71,2547.84,0,3684.52,2362.76,0,0,7186.69,224.31,0,2448.19,0,0,0,0,5499.65,0,0,59.68,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,-276.23,0,0,0,0,0,0,0,2285.22,0,0,0,0,0,5011.69,0,0,780.8,0,0,465.37,0,275,1917.69,0,7000,907.82,734.66,67.7,65.85,472.78,0,0,50.71,111.84,0,1016.5,0,0,479.26,0,77.58,0,0,0,0,0,0,356.68,0,0,888.53,0,0,5395,12019.47,1401.78,0,3946.07,0,0,0,0,0,0,16.67,0,0,0,25.96,1725.49,0,404.69,818.28,135.67,0,0,308,0,0,0,18,427.79,0,0,0,0,0,0,0,0,628.39,353.83,176,991.8,0,0,0,0,0,0,0,0,0,0,0,4922.64,0,10058.8,0,0,0,0,264.84,0,0,0,0,0,641,136,31,67,21,171.34,139.2,98075,109830
10/31/2022,2405,0,120153.58,2128.85,0,24245.99,11264,0,9877.46,7265.94,252.42,0,5208.05,0,3268.6,0,0,0,31288.79,22226.8,1090.61,0,7647.48,136.73,0,0,12959.99,-396.82,0,2625.96,0,0,0,0,5499.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,-257.26,0,0,0,0,0,0,0,2365.63,0,0,0,0,0,5509.95,0,0,830.87,0,0,143.98,0,375,4125.87,0,7000,2003.41,1741.36,47.51,65.7,267.78,0,0,252.62,111.84,0,1600.79,0,0,665.38,0,77.58,0,0,0,0,0,0,356.68,0,0,806.5,0,0,6155,16753.69,2015.73,0,5109.62,0,0,0,0,0,0,16.67,0,0,0,85.91,2248.66,0,420.89,1677.67,176.47,0,0,376.25,0,0,0,18,259.59,0,0,0,0,0,0,0,0,709,828.48,201,1231.2,0,0,0,0,0,0,0,0,0,0,0,5353.71,0,10058.8,0,0,0,0,304.95,0,0,0,0,0,705,134,44,89,19,195.75,147.44,115797,138004
10/31/2022,2406,0,115780.76,4427,0,12955.84,12949.04,0,8202.24,7638.89,499.37,0,7585.33,0,3666.34,0,0,0,28715.09,11106.26,2335.9,0,0,0,0,0,7520.33,20.64,0,3000.45,0,0,0,0,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,275.35,0,0,0,0,0,0,0,2921.61,0.4,0,0,0,0,5211.14,0,0,779.37,0,0,273.75,0,159.75,4052.08,0,9000,1974.66,850.58,53.72,0,450,0,0,0,126.9,0,1539.86,663.88,0,254.6,0,77.58,0,0,0,0,0,0,356.68,44.53,0,454.29,0,0,6060,14950.59,3831.54,0,6933.36,0,0,0,0,51.95,0,16.67,0,0,0,47.46,2384.39,0,384.12,2457.33,184,0,0,308,0,0,0,18,319.08,0,0,0,0,0,0,0,0,890.39,797.12,-228.75,1045.35,0,0,0,0,0,0,0,0,0,0,0,4983.58,0,10058.8,0,0,228.67,0,279.98,0,0,0,0,0,754,127,33,65,6,172.3,133.38,109520,129917
10/31/2022,2407,0,213904.96,2145.24,0,31572.08,22880.32,50,14025.71,13474.44,611.8,0,2194.83,0,4804.12,0,0,0,52533.4,20027.09,799.78,0,373.46,2183.05,0,0,7079.89,149.08,0,4994.66,0,0,0,0,5596.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,-35.06,0,0,0,0,0,0,0,5333.57,0,0,0,0,0,9169.91,0,0,1220.43,0,0,280.88,94.2,393.75,5101.96,0,11100,1434.1,1266.42,104.45,43.8,269.28,0,0,1077.71,177.64,0,1256.35,0,369.89,1291.14,0,155.16,0,0,0,0,160.49,0,356.68,0,0,460.88,0,0,10620,24232.38,6298.88,0,12813.38,0,0,0,0,0,0,16.67,0,0,0,58.21,3679.04,0,1173.09,3756.22,310.64,0,0,114.5,0,0,0,18,351.91,0,0,0,0,0,0,0,0,918.33,714.02,435.86,1635.3,0,0,0,0,0,0,0,0,0,0,0,9104.06,0,10058.8,0,0,0,0,523.65,0,0,0,0,0,1203,218,58,112,10,187.58,145.21,188366,225659
10/31/2022,2408,0,167990.69,5867.9,0,22738.05,19510.14,0,8664.89,11372.29,775.48,0,2964.36,0,4868.31,0,0,0,43841.02,23113.52,2835.02,-862.52,11773.15,3759.41,0,0,9258.35,-89.01,0,4400.24,0,1360,0,0,4684,0,0,360.22,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,-13.2,0,0,0,0,0,0,0,4446.32,0,0,0,0,0,7342.56,0,0,1023.81,0,0,823.37,70.65,1188,4380.88,0,9475,1205.6,1113.46,90.52,0,212.66,0,0,0,190.17,0,1511.33,0,97.64,1051.09,0,77.58,0,0,0,0,0,0,356.68,0,0,602.97,0,0,10331.66,20611.02,2993.12,0,9185.05,0,0,0,12,354.33,0,16.67,0,0,0,14.45,3186.41,0,127.9,3358.09,255.21,0,0,616.5,0,0,0,18,270.01,0,0,0,0,0,0,0,0,694.3,693.28,112.72,1421.55,0,0,0,0,0,0,0,0,0,0,0,7253.63,0,10058.8,0,0,0,0,418.75,0,0,0,0,0,1111,181,96,95,14,177.47,137.59,177230,197173
10/31/2022,2409,0,88247.56,5281.87,0,18013.1,9685.99,0,6029.45,6310.78,591.01,0,1980.05,0,2102.1,0,0,0,22763.78,13480.25,2514.05,0,2298.66,190.6,0,0,4707.1,-18.37,0,2133,0,0,0,0,4684,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,-74.24,0,0,0,0,0,0,0,2492.07,0,0,0,0,0,4147.26,0,0,696.05,0,0,211.13,0,706.03,3433.22,0,7000,666.05,705.44,53.46,0,185.45,0,0,0,63.39,0,1211.82,0,150.85,696.3,0,77.58,0,0,0,0,0,0,356.68,0,0,325.72,0,0,6626.66,12433.42,1776.03,0,6327.6,0,0,0,0,48.28,0,16.67,0,0,0,19.93,2045.33,0,390.43,1645.77,162.38,0,0,58,0,0,0,18,-91.25,0,0,0,0,0,0,0,0,429.37,329.15,211,609.9,0,0,0,0,0,0,0,0,0,0,0,4087.86,0,10058.8,0,0,0,0,252.87,0,0,0,0,0,548,123,60,66,4,181.9,145.73,98820,99679
10/31/2022,2410,0,88861.62,3689.85,0,19403.2,10347.64,0,4021.01,6348.72,490.67,0,1752.79,0,2496.85,0,0,0,23205.51,15967.44,1462,0,5168.57,3504.32,0,0,12638,356.16,0,2322.44,0,0,0,0,5975,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.03,0,0,0,-74.01,0,0,0,0,0,0,0,2409.14,0,0,0,0,0,4122.37,0,0,697.64,0,0,0,0,0,2138.37,0,7000,1563.89,826.04,49.49,0,75,0,0,659.82,30.84,0,768.99,125,3,677.77,0,77.58,0,0,0,0,83.09,0,356.68,0,0,456.64,0,0,5490,13816.92,1583.86,0,4906.71,0,0,0,0,0,0,0,0,0,0,194.95,1942.42,0,416.82,1652.29,152.71,0,0,608.1,0,0,0,18,323.98,0,0,0,0,0,0,0,0,20.25,836.98,0,169,0,25,0,0,0,0,0,0,0,0,0,4069.79,0,10058.8,0,0,0,0,230.23,0,0,0,0,0,656,119,28,62,12,190.69,144.45,111788,125092
