6/30/2022,2401,0,96338.93,18861.04,0,11422.71,9261.77,0,7966.47,6332.97,1077.75,0,2591.67,0,3586.93,-200,0,0,23100.56,9756.33,12122.28,0,4815.74,0,0,0,6097.35,252.39,0,2323.7,0,76.64,0,0,3831.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.6,0,888.53,0,-200.72,0,0,0,0,0,0,0,2518.99,25,0,0,0,0,4723.21,0,0,936.29,0,0,92.42,0,393.75,2024.9,0,7000,2990.44,0,21.16,0,52.91,0,0,439.93,0,0,740.54,0,116.86,530.01,0,231.94,0,0,0,0,600,0,363.98,0,0,980.49,0,0,5965,13557.68,1633.33,0,5494.9,0,0,0,479.2,65.17,0,16.67,0,0,0,35.66,1954.03,0,438.92,2108.65,140.99,0,0,299.08,0,0,0,758.66,115.67,0,0,0,0,0,0,0,0,689.34,351.92,110.98,1162.8,0,0,0,0,0,0,0,0,0,0,0,4645.46,0,9600.27,0,0,0,0,287.84,0,0,0,0,0,584,98,29,54,5,179.8,132.25,101792,105004
6/30/2022,2402,0,87713.36,10889.32,0,10923.84,9844.66,0,7349.93,5582.22,1127.6,0,1786.89,0,4056.9,-162.13,0,0,21338.13,8411.92,5700.8,0,0,0,0,0,6707.41,179.79,0,2512.5,0,0,0,0,3831.75,0,0,65.1,0,0,0,0,0,0,0,0,0,0,2326.6,0,881.43,0,3.91,0,0,0,0,0,0,0,2264.79,0,0,0,0,0,4178.24,0,0,663.25,0,0,126.21,0,461.25,2788.42,0,6000,2166.26,0,36.93,0,29.99,0,0,0,0,0,1830.33,0,0,260.57,0,231.94,0,0,0,0,0,0,363.98,0,0,881.18,0,0,4730,9599.64,817.99,0,4760.03,0,0,0,567.02,16.13,0,16.67,0,0,0,40.16,1497.88,0,342.4,1225.74,106.73,0,0,549.08,0,0,0,758.66,219.48,0,0,0,0,0,0,0,0,750.33,205.33,-50.83,771.45,0,0,0,0,0,0,0,0,0,0,0,4124.63,0,9600.27,0,0,0,0,209.13,0,0,0,0,0,535,108,36,44,10,200.62,138.5,104037,107334
6/30/2022,2403,0,97209.28,7324.52,0,14054.82,11670.36,50,8271.93,6819.8,464,0,2866,0,3194.98,0,0,0,23555.94,11341.62,3446.21,0,5154.44,1529.57,0,0,6121.8,283.08,0,2687.79,0,0,0,0,3931.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.6,0,885.5,0,183.96,0,0,0,0,0,0,0,2414.61,0,0,0,0,0,4557.77,0,0,961.04,0,0,56.16,0,240.75,6480.8,0,7000,1405.09,0,37.1,0,1870.72,0,0,1453.09,0,0,1308.83,0,727.11,642.72,0,231.94,0,0,0,0,0,0,363.98,0,0,361.84,0,0,5205,16915.94,1080.9,0,5913.3,0,0,0,0,29.95,0,16.67,0,0,0,60,2111.76,0,572.35,2686.08,155.91,0,0,299.08,0,0,0,758.66,200.25,0,0,0,0,0,0,0,0,502.42,261.42,81.39,1002.9,0,0,0,0,0,0,0,0,0,0,0,4471.79,0,9600.27,0,0,421.31,0,245.85,0,0,0,0,0,645,129,34,59,16,177.57,135.54,109811,114533
6/30/2022,2404,0,82980.12,5571.81,0,20048.71,9971.18,0,8703.51,6703.55,490.77,0,1976.68,0,3045.04,0,0,0,23257.72,11438.26,2883.75,0,6283.89,943.25,0,0,8315.2,-65.8,0,2354.82,0,0,72.38,0,5499.66,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.6,0,0,0,-20.14,0,0,0,0,0,0,0,2069.67,0,0,0,0,0,4184.74,0,0,991.47,0,0,167.57,0,160,3152.53,0,7000,1124.07,0,17.56,0,1061.57,0,0,249.58,0,0,1554.59,0,0,421.33,0,248.81,0,0,0,0,0,0,363.98,0,0,913.06,0,0,4730,10151.7,777.31,0,3260.73,0,0,0,0,0,0,16.67,0,0,0,62.17,1422.7,0,407.54,1708.42,86.41,0,0,299.08,0,0,0,758.66,176.17,0,0,0,0,0,0,0,0,628.39,353.83,1.78,1022.55,0,0,0,0,0,0,0,0,0,0,0,4125.44,0,9600.27,0,0,0,0,238.34,0,0,0,0,0,626,120,33,53,6,174.64,132.35,103967,109323
6/30/2022,2405,0,98943.59,3388.02,0,16003.66,9136.9,0,7659.76,6476.05,344.05,0,1256,0,3532.29,-200,0,0,25291.97,15431.56,2921.2,0,5314.39,0,0,0,5648.68,-124.04,0,2298.42,0,0,0,0,5499.68,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.6,0,0,0,-136.48,0,0,0,0,0,0,0,2305.6,0,0,0,0,0,4402.21,0,0,1003.68,0,0,340.8,0,250,5571.4,0,7000,908.42,0,17.52,0,1638.38,0,0,0,0,0,1989.73,0,0,1247.85,0,231.94,0,0,0,0,0,0,363.98,0,0,847.37,0,0,6155,14823.56,1291.8,0,5524.48,0,0,0,12.98,0,0,16.67,0,0,0,10.63,2083.89,0,519.56,2046.58,148.93,0,0,299.08,0,0,0,758.66,380.31,0,0,0,0,0,0,0,0,709,828.48,97.58,1378.8,0,0,0,0,0,0,0,0,0,0,0,4364.53,0,9600.27,0,0,0,0,302.15,0,0,0,0,0,651,151,54,62,12,192.39,141.2,120829,125245
6/30/2022,2406,0,103447.49,2293.96,0,15600.29,11930.09,0,7191.87,6913.01,568.88,0,2769.84,0,4119.85,0,0,0,26152.52,11375.57,1171.8,0,4567.83,630.08,0,0,9113.73,295,0,2899.28,0,0,220,0,3831.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.6,0,881.43,0,-28.33,0,0,0,0,0,0,0,2871.12,0,0,0,0,0,4645.06,0,0,1057.17,0,0,395.11,0,504,2148.39,0,9000,1635.55,0,21.26,0,284.7,0,0,0,0,0,1539.88,663.88,254.99,204,0,231.94,0,0,0,0,0,0,363.98,0,0,493.83,0,0,6060,14477.01,1995.86,0,7121.07,0,0,0,0,0,0,16.67,0,0,0,40.18,2225.27,0,367.4,2525.74,139.71,0,0,49.08,0,0,0,758.66,54.34,0,0,0,0,0,0,0,0,890.39,797.12,8.58,1213.8,0,0,0,0,0,0,0,0,0,0,0,4561.96,0,9600.27,0,0,0,0,276.62,0,0,0,0,0,706,131,42,64,18,171.77,126.58,118909,121268
6/30/2022,2407,0,179159.26,5836.1,0,29893.78,19492.12,50,13536.08,12097.24,268.86,0,1788.84,0,5179.74,0,0,0,44576.89,18573.53,2294.39,0,3255.63,3331.37,0,0,5430.68,-173.54,0,4456.5,0,0,0,0,5969.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.6,0,0,0,372.6,0,0,0,0,0,0,0,4671.07,0,0,0,0,0,8019.06,0,0,1488.13,0,0,789.24,0,343.75,7286.38,0,11100,1176.65,0,37.23,43.8,385.91,0,0,0,0,0,1256.35,0,230.46,1147.04,0,415.95,0,0,0,0,1339.69,0,363.98,99.99,0,429.97,0,0,10145,26380.32,4303.35,0,13236.16,0,0,0,0,76.81,0,16.67,0,0,0,26.41,4044.23,0,999.04,4163.89,286.43,0,0,49.08,0,0,0,758.66,189.1,0,0,0,0,0,0,0,0,918.33,714.02,76,1490.55,0,0,0,0,0,0,0,0,0,0,0,7965.4,0,9600.27,0,0,0,0,505.47,0,0,0,0,0,1108,195,72,94,10,185.11,142.04,200044,205102
6/30/2022,2408,0,152040.62,3694.89,0,20805.3,17436.25,0,10569.96,10302.91,749.46,0,2073.55,0,5111.75,0,0,0,39249.21,16717.22,1844.17,0,7314.86,4291.94,0,0,3760.68,-246.1,0,4081.13,0,72.15,0,0,4690,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.6,0,0,0,-366.27,0,0,0,0,0,0,0,4072.19,25,0,0,0,0,6683.54,0,0,1269.85,0,0,585.32,0,1318.5,3966.32,0,9475,1178.94,0,58.06,0,3248.16,0,0,260.8,59.96,0,1494.66,0,36,624.2,0,231.94,0,0,0,0,0,0,363.98,0,0,557.78,0,0,8340,21365.38,1778.18,0,7553.45,0,0,0,0,254.53,0,16.67,0,0,0,60.1,2882.92,0,137.16,2924.16,208.95,0,0,549.08,0,0,0,758.66,-76,0,0,0,0,0,0,0,0,694.3,693.28,83.3,1279.05,0,0,0,0,0,0,0,0,0,0,0,6621.33,0,9600.27,0,0,0,0,375.91,0,0,0,0,0,1060,191,72,76,13,178.12,133.06,185501,188809
6/30/2022,2409,0,92829.18,5029.7,0,20128.2,9579.43,0,5358.01,6134.82,1069.07,0,509,0,2288.14,0,0,0,23911.71,12812.14,2200.4,-572.88,1503.21,0,0,0,6613.51,-62.6,0,2147.29,0,0,0,0,4690,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.6,0,0,0,-301.87,0,0,0,0,0,0,0,2470.77,0,0,0,0,0,4287.77,0,0,950.95,0,0,467.4,0,668.25,2054.43,0,7000,700.54,0,20.92,0,32.54,0,0,204.41,59.96,0,1302.98,125,0,456.16,0,191.55,0,0,0,0,267.24,0,363.98,0,0,361.25,0,0,5015,10816.3,686.88,0,4332.45,0,0,0,0,83.79,0,16.67,0,0,0,13.22,1564.52,0,118.58,2082.68,155.82,0,0,299.08,0,0,0,758.66,253.55,0,0,0,0,0,0,0,0,429.37,329.15,74,646.95,0,0,0,0,0,0,0,0,0,0,0,4272.5,0,9600.27,0,0,0,0,226.86,0,0,0,0,0,558,93,63,60,16,173.97,138.88,103691,97075
6/30/2022,2410,0,85033.72,2140.85,0,14311.45,9348.19,0,3898.22,5692.54,415.67,0,1432.52,0,3232.52,0,0,0,21035.96,13919.12,876.36,0,896.48,889.4,0,0,6299.51,-129.09,0,2276.01,0,0,0,0,5975,0,0,238.06,0,0,0,0,0,0,0,0,0,0,2326.6,0,0,0,-29.84,0,0,0,0,0,0,0,2389.95,0,0,0,0,0,3765.17,0,0,910.01,0,0,0,0,0,4112.36,0,7000,1327.87,0,19.5,0,32.84,0,0,0,59.96,0,671.36,125,89.1,716.42,0,231.36,0,0,0,0,0,0,363.98,0,0,472.37,0,0,5395,14693.81,842.6,0,5652.84,0,0,0,0,0,0,0,0,0,0,126.17,1994.17,0,334.88,2036.72,329.45,0,0,299.08,0,0,0,758.66,336.04,0,0,0,0,0,0,0,0,20.25,836.98,-32.07,145,0,0,0,0,0,0,0,0,0,0,0,3722.19,0,9600.27,0,0,0,0,230.68,0,0,0,0,0,571,107,43,63,8,197.76,142.04,113519,112921
