Date,Location,2535 · Sales Tax Coll,4000-00 · Rental Income,4100-00 · Cash Sales,4102-00 · Cash Sales - Non-inventory,4105-00 · Early Purchase Option,4200-00 · Roll Pro,4205-00 · Collection Fee - In-House,4210-00 · Reinstatement Fees,4214-00 · Other Fees - Alignments,4215-00 · One Time Fees,4225-00 · NSF Check Fees,4230-00 · Other Miscellaneous Income,4235-00 · Sales Tax Collected,4240-00 · Roll Safe,4250-00 · Chargebacks,4245-00 · Management Fee,4300-00 · Sub-franchisee Royalty Income,5000-00 · Depreciation - Inventory,5101-00 · Paid Out & EPO Charge Offs,5102-00 · Cash Sale Charge Offs,5103-00 · Skip/Stolen Charge Offs,5104-01 · Insurance Charge Offs,5104-02 · Returned Damaged/Non-Repairable,5104-00 · Non-Repairable Charge Offs - Other,5105-00 · Other Charge off,5105-01 · Past Due Account Charge Off,5106-00 · Inventory Cost Adjustment,5100-00 · Charge Off Expense - Other,5400-00 · Club Remittance,5500-00 · Rent Refunds,6070-00 · Parts - Inventory Repair,6071-00 · Labor - Inventory Repair,6069-00 · Inventory Repairs - Other,6500-00 · Radio - Admin,6505-00 · Television Advertising,6508-00 · Radio & TV Production,6510-00 · Print Media,6511-00 · Print Production,6512-00 · Postage - Advertising,6513-00 · Freight - Advertising,6514-00 · Newspaper/Magazine Advertising,6520-00 · Other Print,6525-00 · Telephone Directories,6535-00 · Marquee/Billboards,6540-00 · Customer Referrals,6541-00 · Website Development,6550-00 · Sponsorships,6551-00 · Internet/Online,6490-00 · Advertising and Promotion - Other,6530-00 · Special Events,6545-00 · Website,6018-00 · Cash Short (Long),6031-00 · VIN Search Fees,6515-00 · Internal Postage,6560-00 · Administrative & Collections,6555-00 · Other Selling Expenses - Other,6001-00 · Selling Expense - Other,6020-00 · Bad Checks,6021-00 · NSF Check Fees,6023-00 · Bank Card Fees,6025-00 · Bank Service Charges,6026-00 · Late Fees,6019-00 · Bank Charges - Other,6002-00 · General & Admin Expense - Other,6034-00 · Legal Fees,6035-00 · Accounting Fees,6036-00 · Consulting Fees,6029-00 · Professional Fees - Other,6040-00 · Property & General Liability,6045-00 · Officer's Life,6039-00 · Insurance Expense - Admin - Other,6000-00 · Office Supplies,6010-00 · Postage,6015-00 · Freight,6065-00 · General Supplies,"6059-00 · Postage, Freight & Supplies - Other",6300-00 · Rent Expense,6305-00 · Utilities,6310-00 · Property Insurance,6315-00 · Security,6320-00 · Pest Control,6325-00 · Repair & Maintenance Building,6326-00 · Relocation Expenses,6068-00 · Occupancy Expense - Other,6330-00 · Repairs & Maintenance - Equip,6335-00 · Equipment Rental,6079-00 · Equipment Expense - Other,"6100-00 · Depreciation Expense - F,F&E",6105-00 · Amortization Expense,6400-00 · Repair & Maintenance - Vehicles,6405-00 · Fuel & Oil - Vehicle,6410-00 · Lease - Vehicle,6420-00 · Vehicle Insurance,6430-00 · Vehicle Licenses,6399-00 · Vehicle Expense - Other,6499-00 · Depreciation Expense,6085-00 · Charitable Contributions,6090-00 · Customer Settlements,6598-00 · Other - Other,6600-00 · Software license fees,6610-00 · Computer Supplies,6615-00 · Computer Maintenance & Repair,6650-00 · Telephone & Communications,6599-00 · Computer & Internet Expenses - Other,6999-00 · Miscellaneous Expense,6201-00 · Salary,Total 6202-00 · Hourly,6203-00 · Overtime hourly,6204-00 · Holiday,6205-00 · Bonus,6205-99 · Bonus Reimbursement Due,6200-00 · Salaries & Wages - Other,6077-00 · Mileage Reimbursement,6075-00 · Travel Expense,6078-00 · Meals & Entertainment,6074-00 · Travel & Entertainment - Other,6082-00 · Dues - Deductible,6095-00 · Dues - Non Deductible,6081-00 · Dues & Subscriptions - Other,6227-00 · FFCRA Taxes,6221-00 · Unemployment Taxes,6226-00 · FICA Match,6220-00 · Payroll Taxes - Other,6235-00 · Retirement Benefits,6225-00 · Group Health & Life Insurance,6230-00 · Worker's Compensation,6239-00 · Insurance Expense - Employee - Other,6240-00 · Medical Expenses,6245-00 · Employee Procurement,6246-00 · Drug Screening,6250-00 · Employee Moving Expense,6255-00 · Seminars & Education,6260-00 · Employee Training,6265-00 · Uniforms,6270-00 · Awards & Gifts,6275-00 · Banquet,6280-00 · Special Events,6285-00 · Leased Employees,6370-00 · Moving Expense - Administrative,7011-00 · Other Employee Expense - Other,7010-00 · Payroll Expenses - Other,6050-00 · Franchise Tax,6052-00 · Personal Property,6054-00 · Real Estate,6056-00 · Sales & Use Tax,6058-00 · Waste Tire tax,6060-00 · Miscellaneous Tax,6080-00 · Business Licenses & Permits,6086-00 · Fines & Penalties,6088-01 · Royalty Fees Sherwood,6088-02 · Royalty Fees Mabelvale,6088-03 · Royalty Fees Conway,6088-04 · Royalty Fees Fayetteville,6088-05 · Royalty Fees Rogers,6088-06 · Royalty Fees Dallas,6088-07 · Royalty Fees Ft Smith,6088-91 · Royalty Fees Admin,6088-00 · Royalty Fees - Other,"7013-00 · Tax, License & Permit Expense - Other",6030-00 · Operational Overhead,7001-00 · Proceeds from Sale of Assets,7001-06 · Sale of Dallas,7002-00 · Other Income,7003-00 · Interest Income,7004-00 · Purchase Discount,7006-00 · Insurance Proceeds Received,7001-01 · Loss on Disposal of assets,8000-00 · Interest Expense,9000-00 · Overhead Allocation,9999-00 · Ask My Accountant,Customers,Deliveries,Pickups,Payoffs,Skips,$Ideal/Cust,$Ideal/Agre,Beg Ideal,End Ideal,
09/30/2023,2401,0,114391.94,11684.61,0,18600.18,14070.42,26.08,6373.28,8923.43,1633.51,0,800.72,0,2605.87,0,0,0,28976.15,12499.51,6807.13,0,2252.09,586.92,0,0,1108.82,145,0,3250.83,0,0,68.16,0,3997.34,335,0,0,0,0,0,0,0,0,0,0,0,0,2842.11,0,436.08,0,-86.29,0,0,0,0,0,0,0,3854.87,25,0,0,0,0,5373.3,0,0,909,0,0,171.3,0,288,3656.35,0,7000,968.02,423.83,56.7,0,329.31,0,0,0,67.89,0,579.95,0,0,540.33,0,74.38,0,0,0,0,0,0,424.66,0,0,627.02,0,0,7105,11666.8,1129.11,550.32,5452.07,0,0,0,0,48.33,0,17.95,0,0,0,0,1906.42,0,498.87,2537.87,173.81,0,0,58,0,0,0,18,95.3,0,0,0,0,0,0,0,0,751.87,387.13,88.98,1026,0,0,0,0,0,0,0,0,0,0,0,5349.28,0,10261.29,0,0,0,0,356.64,0,0,0,0,0,663,110,30,53,15,180.43,145.53,116446,119626,0.956246468
09/30/2023,2402,0,81614.96,5862.78,0,10806.02,8816.38,19.85,4181.8,5978.07,935.86,0,1858.31,0,2929.03,0,0,0,20291.17,8811.67,2696.4,-547.44,3580.3,567.01,0,0,3058.57,285.51,0,2296.19,0,0,0,0,3997.33,335,0,248.57,0,0,0,0,0,0,0,0,0,0,2842.11,0,436.08,0,-10.5,0,0,0,0,0,0,0,2577.7,0,0,0,0,0,3690.09,0,0,704.08,0,0,170.14,0,357.75,2025.2,0,6000,1908.94,206.59,69.47,0,0,0,0,0,67.89,0,1174.71,0,0,346.43,0,74.38,0,0,0,0,0,0,424.66,0,0,937.04,0,0,4920,9241.83,2528.78,0,2049.63,0,0,0,20,11.06,0,17.95,0,0,0,45.72,1410.52,0,58.91,710.91,125.75,0,0,1136,0,0,0,18,349,0,0,0,0,0,0,0,0,808.3,205.33,-36.14,463.35,0,0,0,0,0,0,0,0,0,0,0,3634.34,0,10261.29,0,0,0,0,221.32,0,0,0,0,0,467,88,28,47,22,195.91,146.38,101081,91488,0.892083771
09/30/2023,2403,0,122348.41,1388.68,0,17933.79,14002.57,26.29,9468.82,9972.8,477.7,0,4850.89,0,2367.99,0,0,0,30801.13,14099.79,700.12,0,1449.05,717.78,0,0,5705.51,6.35,0,3190.1,0,21.75,0,0,4097.34,335,0,0,0,0,0,0,0,0,0,0,0,0,2842.11,0,436.08,0,3.94,0,0,0,0,0,0,0,4345.46,0,0,0,0,0,5485.14,0,0,895.72,0,0,844.9,0,402.75,2094.35,0,7000,1359.99,454.45,69.56,0,0,0,0,0,67.89,0,782.66,0,0,657.56,0,74.38,0,0,0,0,0,0,424.66,0,0,341.5,0,0,7386.66,14451.56,1427.16,600,5980.22,0,0,0,0,41.38,0,17.95,0,0,0,0,2210.81,0,459.56,2405.49,200.26,0,0,58,0,0,0,18,66.05,0,0,0,0,0,0,0,0,537.41,261.39,-40.83,1178.1,0,0,0,0,0,0,0,0,0,0,0,5339.61,0,10261.29,0,0,0,0,299.19,0,0,0,0,0,776,142,36,61,12,166.66,141.49,124843,129326,0.946046503
09/30/2023,2404,0,99885.89,2759.27,0,14543.31,11558.35,7.73,7631.17,9191.28,415.29,0,2382.68,0,2291.33,-338,0,0,25313.1,10040.77,928.61,-679.38,4031.43,2443.04,0,0,4623.96,-79.93,0,2700.59,0,0,0,0,5447.98,335,0,0,0,0,0,0,0,0,0,0,0,0,2842.11,0,436.08,0,-6.43,0,0,0,0,0,0,0,3105.11,0,0,0,0,0,4519.99,0,0,787.58,0,0,107.44,0,340,1536.43,0,7000,1046.68,438.3,51.28,60.36,267.19,0,0,699.49,64.24,0,736.49,0,0,422.02,0,74.38,0,0,0,0,0,0,424.66,0,0,728.15,0,0,5585,15272.76,1571.35,564,3155.17,0,0,0,0,0,0,17.95,0,0,0,26.16,1976.82,0,254.48,1646.48,179.15,0,0,165.25,0,0,0,18,-179.77,0,0,0,0,0,0,0,0,628.39,383.17,48,706.8,0,15,0,0,0,0,0,0,0,0,0,4448.51,0,10261.29,0,0,0,0,281.39,0,0,0,0,0,606,111,43,43,12,172.85,144.08,111262,104749,0.953573686
09/30/2023,2405,0,187499.33,18099.93,0,34278.76,20496.81,6.47,11058.1,15087.11,784.43,0,4285.13,0,5432.28,-239,0,0,48549.04,27593.16,7444.47,0,6567.17,2669.27,0,0,3486.73,416.2,0,5062.84,0,0,0,0,5448,335,0,530.97,0,0,0,0,0,0,0,0,0,0,2842.11,0,436.08,0,-312.99,0,0,0,0,0,0,0,4523.01,15,0,0,0,0,8910.85,0,0,1329.5,0,0,725.56,0,553.75,4561.68,0,12000,1810.08,517.09,29.99,0,840.32,0,0,0,64.24,0,3297.66,0,337.29,670.9,0,74.38,0,0,0,0,125.06,0,424.66,0,0,-125.48,0,0,10050,17638.23,6069.04,728,11768.2,0,0,0,0,89.46,0,17.95,0,0,0,14.49,3502.59,0,631.89,2477.59,306.66,0,0,87.25,0,0,0,18,33.54,0,0,0,0,0,0,0,0,687.28,829.08,-74.43,1796.25,0,0,0,0,0,0,0,0,0,0,0,8782.3,0,10261.29,0,0,315.35,0,501.67,0,0,0,0,0,961,240,76,105,7,192.74,145.27,137044,185219,1.012311534
09/30/2023,2406,0,121214.04,4821.47,0,18459.13,14241.23,42.12,7630.14,9860.27,587.82,0,3197.01,0,3113.02,0,0,0,31155.75,14995.08,2344.32,0,4954.87,1596.46,0,0,5761.82,161,0,3385.4,0,0,0,0,3997.34,335,0,407.59,0,0,0,0,0,0,0,0,0,0,2842.11,0,436.08,0,42.34,0,0,0,0,0,0,0,3738.29,0,0,0,0,0,5494.99,0,0,908.19,0,0,448.57,0,411.75,2060.25,0,9000,2437.92,447.82,55.46,0,0,0,0,0,67.89,0,929.43,413.88,0,117,0,74.38,0,0,0,0,0,0,424.66,0,0,541.77,0,0,6250,15227.8,2648.36,724.88,4511.15,0,0,0,0,0,0,17.95,0,0,0,0,2189.15,0,37.54,2792.44,197.02,0,0,58,0,0,0,18,76.05,0,0,0,0,0,0,0,0,873.22,870.63,48.43,1053.9,0,0,0,0,0,0,0,0,0,0,0,5399.08,0,10261.29,0,0,0,0,278.18,0,0,0,0,0,805,103,16,73,32,165.51,134.58,128269,133238,0.909755775
09/30/2023,2407,0,228151.7,4216.13,0,37672.48,25112.64,263.51,12924.2,17979.11,671.22,0,2751.94,0,3923.61,0,0,0,57754.75,28755.02,1152.47,0,3993.29,5539.27,0,0,6704.36,302.94,0,5656.57,0,0,0,0,5339.83,335,0,0,0,0,0,0,0,0,0,0,0,0,2842.11,0,654.12,0,39.41,0,0,0,0,0,0,0,6391.23,15,0,0,0,0,10010,0,0,1462.73,0,0,1185.07,0,733.75,4254.4,0,11100,1565.99,791.36,107,0,822.15,0,0,0,64.24,0,1304,0,102.21,967.79,0,148.76,0,0,0,0,0,0,424.66,0,0,419.59,0,0,12235,29569.41,8870.59,1325.44,14398.58,0,0,0,0,0,0,17.95,0,0,0,25.14,4533.69,0,842.1,3346.55,445.54,0,0,151.5,0,0,0,18,0,0,0,0,0,0,0,0,0,875.06,714.02,127,1718.55,0,0,0,0,0,0,0,0,0,0,0,9927.44,0,10261.29,0,0,428,0,622.05,0,0,0,0,0,1340,239,77,130,36,174.67,142.89,238113,234061,0.974753163
09/30/2023,2408,0,172816.5,3284.14,0,20291.3,21846.36,16.29,11169.94,12683.74,1480.95,0,2370.93,0,3612.61,-188.22,0,0,42776.09,20956.38,1562.18,0,6906.79,5015.1,0,0,13335.05,721.74,0,4960.71,0,0,0,0,4584,335,0,70.63,0,0,0,0,0,0,0,0,0,0,2842.11,0,872.16,0,-158.03,0,0,0,0,0,0,0,5284.1,0,0,0,0,0,7487.18,0,0,1137.42,0,0,1597.73,0,938.25,4014.92,0,9475,1351.36,474.61,90.59,0,108.5,0,0,0,67.06,0,1094.86,0,31.36,1842.1,0,74.38,0,0,0,0,349.03,0,424.66,0,0,523.25,0,0,10046.66,22750.59,3388.54,848,8320.38,0,0,0,65,345.13,0,17.95,0,0,0,51.04,3352.37,0,104.6,1757.64,304.33,0,0,317.75,0,0,0,18,51.4,0,0,0,0,0,0,0,0,646.53,564.64,-21.02,1361.55,0,0,0,0,0,0,0,0,0,0,0,7416.05,0,10261.29,0,0,0,0,9773.82,0,0,0,0,0,1152,205,50,91,33,174.52,141.58,190892,201044,0.859595412
09/30/2023,2409,0,107237.8,4865.9,0,20644.56,11257.06,22.2,7416.25,8415.12,784.47,0,1312.5,0,2344.57,-85.42,0,0,27914.81,11323.82,2034.12,0,2606.56,4126.16,0,0,5830.81,63.76,0,2652.78,0,0,0,0,4584,335,0,476.36,0,0,0,0,0,0,0,0,0,0,2842.11,0,436.08,0,-164.2,0,0,0,0,0,0,0,3537.05,0,0,0,0,0,4929.01,0,0,856.31,0,0,0,0,549,1868.15,0,7000,772.47,423.83,54.42,0,302.14,0,0,761.03,67.06,0,1039.57,0,149.9,290.28,0,74.38,0,0,0,0,0,0,424.66,0,0,265.38,0,0,6816.66,12953.41,2140.84,460,4797.7,0,0,0,0,60.99,0,17.95,0,0,0,62.99,2039.45,0,369.74,1244.61,182.3,0,0,87.25,0,0,0,18,25.35,0,0,0,0,0,0,0,0,424.11,359.06,34.1,1048.8,0,0,0,0,0,0,0,0,0,0,0,4889.64,0,10261.29,0,0,0,0,266.54,0,0,0,0,0,644,112,31,50,26,186.49,153.77,108021,120098,0.892919116
09/30/2023,2410,0,131865.71,7271.3,0,26480.74,14876.6,61.39,5040.55,10942.77,371.25,0,2922.26,0,3441.44,0,0,0,33772.71,21628.48,3298.17,-2330.96,4007.94,4201.05,0,0,-1312.56,360.85,0,3574.35,0,0,0,0,5675,335,0,0,0,0,0,0,0,0,0,0,0,0,2842.11,0,436.08,0,-334.28,0,0,0,0,0,0,0,3617.82,15,0,0,0,0,6098.22,0,0,1001.49,0,0,765.68,0,0,2612.84,0,7000,1797.17,712.95,52.72,0,2608,0,0,0,63.96,0,911.85,0,3,580.46,0,74.38,0,0,0,0,308,0,424.66,0,0,499.28,0,0,7105,12862.83,1276.46,435.44,6498.87,0,0,0,76.53,350,0,0,0,0,0,102.88,2112.53,0,454.56,1985.8,189.08,0,0,58,0,0,0,18,-13.49,0,0,0,0,0,0,0,0,30.67,837.03,0,156,0,0,0,0,0,0,0,0,0,0,0,6010.55,0,10261.29,0,0,0,0,297.76,0,0,0,0,0,784,118,36,84,29,184.21,147.67,138764,144417,0.913089941
